DatLicense;DatURL;DatKeyword;DatPublisher;DatCreator;DatOwner;DatLanguage;DatSize;DatName;DatPublication;DatDescription;DatVersion;DatDomain;DatFileFormat
MIT License;https://github.com/Virginia-hub-del/Knowledge-Graph-Engineering/blob/main/3-Language%20Definition/Language.xlsx;microbioma, cancer, individual, risk factors;Virginia Leombruni;Virginia Leombruni;Virginia Leombruni;english; concepts;Language.tsv;29/01/2025;Description of all languages used in the Human-Microbial Interaction Knowledge Graph;1.0;Human-Microbial Interaction;tsv
